mode,round,experiment_id,arch_name,model_file_copied,config_copied
Hybrid,r013,r013_full_boundary_gated_multiscale_unet_nc24_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,boundary_gated_multiscale_unet,yes,yes
Hybrid,r013,r013_full_coarse_interp_residual_head_unet_nc24_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,coarse_interp_residual_head_unet,yes,yes
Hybrid,r013,r013_full_heterogeneous_micro_adapter_mixture_unet_nc16_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,heterogeneous_micro_adapter_mixture_unet,yes,yes
Hybrid,r013,r013_full_heterogeneous_micro_adapter_mixture_unet_nc16_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient_retry1,heterogeneous_micro_adapter_mixture_unet,yes,yes
Hybrid,r013,r013_full_laplace_rational_filter_unet_nc24_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,laplace_rational_filter_unet,yes,yes
Hybrid,r013,r013_full_one_sided_lora_output_adapter_unet_nc24_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,one_sided_lora_output_adapter_unet,yes,yes
Hybrid,r013,r013_full_planar_multigrid_vcycle_unet_nc24_d7_height_sdf_normal_none_lr0.0004_masked_l1_gradient,planar_multigrid_vcycle_unet,yes,yes
Hybrid,r013,r013_full_tt_adapter_decoder_unet_nc24_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,tt_adapter_decoder_unet,yes,yes
Hybrid,r013,r013_full_vq_pressure_regime_codebook_unet_nc16_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,vq_pressure_regime_codebook_unet,yes,yes
Hybrid,r014,r014_full_anisotropic_boundary_hybrid_unet_nc20_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid_unet,yes,yes
Hybrid,r014,r014_full_anisotropic_boundary_hybrid_unet_nc20_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient_retry1,anisotropic_boundary_hybrid_unet,yes,yes
Hybrid,r014,r014_full_anisotropic_kernel_operator_unet_nc20_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,anisotropic_kernel_operator_unet,yes,yes
Hybrid,r014,r014_full_anisotropic_kernel_operator_unet_nc24_d6_height_sdf_normal_none_lr0.00045_masked_l1_gradient,anisotropic_kernel_operator_unet,yes,yes
Hybrid,r014,r014_full_anisotropic_vcycle_fusion_unet_nc24_d7_height_sdf_normal_none_lr0.0004_masked_l1,anisotropic_vcycle_fusion_unet,yes,yes
Hybrid,r014,r014_full_anisotropic_vcycle_fusion_unet_nc24_d7_height_sdf_normal_none_lr0.0004_masked_l1_retry1,anisotropic_vcycle_fusion_unet,yes,yes
Hybrid,r014,r014_full_boundary_gated_multiscale_unet_nc24_d6_height_sdf_normal_none_lr0.0003_masked_l1_gradient,boundary_gated_multiscale_unet,yes,yes
Hybrid,r014,r014_full_channel_transposed_attention_head_unet_nc20_d6_height_sdf_normal_none_lr0.0004_masked_huber,channel_transposed_attention_head_unet,yes,yes
Hybrid,r014,r014_full_colora_decoder_adapter_unet_nc20_d6_height_none_lr0.0004_masked_l1_gradient,colora_decoder_adapter_unet,yes,yes
Hybrid,r014,r014_full_height_only_anisotropic_compact_unet_nc24_d6_height_none_lr0.0004_masked_l1_gradient,height_only_anisotropic_compact_unet,yes,yes
Hybrid,r014,r014_full_localized_integral_differential_unet_nc20_d6_height_none_lr0.0004_masked_l1_gradient,localized_integral_differential_unet,yes,yes
Hybrid,r014,r014_full_localized_integral_differential_unet_nc20_d6_height_none_lr0.0004_masked_l1_gradient_retry2,localized_integral_differential_unet,yes,yes
Hybrid,r014,r014_full_overlap_add_spectral_adapter_unet_nc20_d6_height_sdf_normal_none_lr0.00035_masked_l1_gradient,overlap_add_spectral_adapter_unet,yes,yes
Hybrid,r014,r014_full_planar_multigrid_vcycle_unet_nc24_d7_height_sdf_normal_none_lr0.00035_masked_l1_gradient,planar_multigrid_vcycle_unet,yes,yes
Hybrid,r014,r014_full_tt_adapter_decoder_unet_nc24_d6_height_sdf_normal_flip_rot_lr0.0004_masked_l1_gradient,tt_adapter_decoder_unet,yes,yes
Hybrid,r015,r015_full_allaround_strip_mixer_unet_nc24_d5_height_none_lr0.0004_masked_l1,allaround_strip_mixer_unet,yes,yes
Hybrid,r015,r015_full_anisotropic_boundary_hybrid_unet_nc24_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid_unet,yes,yes
Hybrid,r015,r015_full_anisotropic_kernel_operator_unet_nc24_d6_height_sdf_normal_none_lr0.00045_masked_l1_gradient,anisotropic_kernel_operator_unet,yes,yes
Hybrid,r015,r015_full_boundary_gated_multiscale_unet_nc24_d6_height_sdf_normal_none_lr0.0004_masked_huber,boundary_gated_multiscale_unet,yes,yes
Hybrid,r015,r015_full_boundary_path_message_unet_nc24_d5_height_sdf_normal_none_lr0.0004_masked_l1_gradient,boundary_path_message_unet,yes,yes
Hybrid,r015,r015_full_frame_evolution_conditioner_unet_nc24_d6_height_sdf_normal_flip_rot_lr0.0004_masked_l1_gradient,frame_evolution_conditioner_unet,yes,yes
Hybrid,r015,r015_full_fusion_basis_decoder_unet_nc20_d5_height_sdf_normal_none_lr0.0004_masked_l1_gradient,fusion_basis_decoder_unet,yes,yes
Hybrid,r015,r015_full_haloed_local_fourier_unet_nc24_d5_height_sdf_normal_none_lr0.0004_masked_l1_gradient,haloed_local_fourier_unet,yes,yes
Hybrid,r015,r015_full_localized_integral_differential_unet_nc24_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,localized_integral_differential_unet,yes,yes
Hybrid,r015,r015_full_multi_scale_fourier_basis_head_unet_nc24_d6_height_sdf_none_lr0.0004_masked_l1_gradient,multi_scale_fourier_basis_head_unet,yes,yes
Hybrid,r015,r015_full_planar_multigrid_vcycle_unet_nc24_d6_height_sdf_none_lr0.0004_masked_l1_gradient,planar_multigrid_vcycle_unet,yes,yes
Hybrid,r015,r015_full_tt_adapter_decoder_unet_nc24_d6_height_sdf_normal_flip_rot_lr0.0004_masked_l1_gradient,tt_adapter_decoder_unet,yes,yes
Hybrid,r016,r016_full_anisotropic_kernel_operator_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,anisotropic_kernel_operator_unet,yes,yes
Hybrid,r016,r016_full_boundary_path_message_unet_nc24_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,boundary_path_message_unet,yes,yes
Hybrid,r016,r016_full_bounded_transport_warp_residual_unet_nc20_d6_height_light_geometric_lr0.0004_masked_huber,bounded_transport_warp_residual_unet,yes,yes
Hybrid,r016,r016_full_coord_basis_pressure_head_unet_nc20_d6_height_sdf_light_geometric_lr0.0004_masked_l1_gradient,coord_basis_pressure_head_unet,yes,yes
Hybrid,r016,r016_full_frame_evolution_conditioner_unet_nc24_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,frame_evolution_conditioner_unet,yes,yes
Hybrid,r016,r016_full_local_enhanced_selective_scan_unet_nc16_d5_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,local_enhanced_selective_scan_unet,yes,yes
Hybrid,r016,r016_full_multi_scale_fourier_basis_head_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,multi_scale_fourier_basis_head_unet,yes,yes
Hybrid,r016,r016_full_multi_scale_fourier_basis_head_unet_nc24_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,multi_scale_fourier_basis_head_unet,yes,yes
Hybrid,r016,r016_full_multiwavelet_multigrid_detail_unet_nc20_d6_height_sdf_light_geometric_lr0.0004_masked_l1_gradient,multiwavelet_multigrid_detail_unet,yes,yes
Hybrid,r016,r016_full_planar_multigrid_vcycle_unet_nc24_d7_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,planar_multigrid_vcycle_unet,yes,yes
Hybrid,r016,r016_full_shared_expert_center_adapter_unet_nc20_d6_height_light_geometric_lr0.0004_masked_l1_gradient,shared_expert_center_adapter_unet,yes,yes
Hybrid,r016,r016_full_sparse_tt_adapter_router_unet_nc20_d6_height_none_lr0.0003_masked_l1,sparse_tt_adapter_router_unet,yes,yes
Hybrid,r017,r017_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r017,r017_full_anisotropic_kernel_operator_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,anisotropic_kernel_operator_unet,yes,yes
Hybrid,r017,r017_full_boundary_assimilated_spectral_residual_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,boundary_assimilated_spectral_residual,yes,yes
Hybrid,r017,r017_full_boundary_path_message_nc20_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,boundary_path_message,yes,yes
Hybrid,r017,r017_full_kan_fno_hybrid_nc16_d5_height_light_geometric_lr0.0005_masked_l1,kan_fno_hybrid,yes,yes
Hybrid,r017,r017_full_localized_integral_differential_nc20_d6_height_sdf_light_geometric_lr0.0004_masked_l1_gradient,localized_integral_differential,yes,yes
Hybrid,r017,r017_full_mamba2d_global_mixer_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,mamba2d_global_mixer,yes,yes
Hybrid,r017,r017_full_multi_scale_fourier_basis_head_nc24_d6_height_sdf_light_geometric_lr0.0004_masked_l1,multi_scale_fourier_basis_head,yes,yes
Hybrid,r017,r017_full_perceiver_latent_bottleneck_nc16_d6_height_sdf_light_geometric_lr0.0003_masked_l1,perceiver_latent_bottleneck,yes,yes
Hybrid,r017,r017_full_planar_multigrid_vcycle_unet_nc24_d7_height_sdf_normal_light_geometric_lr0.00035_masked_l1_gradient,planar_multigrid_vcycle_unet,yes,yes
Hybrid,r017,r017_full_senseiver_pseudo_sensor_head_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_huber,senseiver_pseudo_sensor_head,yes,yes
Hybrid,r017,r017_full_swin_unetr_nc20_d6_height_sdf_light_geometric_lr0.0004_masked_huber,swin_unetr,yes,yes
Hybrid,r018,r018_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r018,r018_full_anisotropic_boundary_hybrid_nc24_d6_height_sdf_normal_light_geometric_lr0.00035_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r018,r018_full_anisotropic_kernel_operator_nc16_d5_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,anisotropic_kernel_operator,yes,yes
Hybrid,r018,r018_full_boundary_assimilated_spectral_residual_nc24_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,boundary_assimilated_spectral_residual,yes,yes
Hybrid,r018,r018_full_boundary_assimilated_spectral_residual_nc24_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient_retry2,boundary_assimilated_spectral_residual,yes,yes
Hybrid,r018,r018_full_fourier_lowrank_decoder_adapter_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,fourier_lowrank_decoder_adapter_unet,yes,yes
Hybrid,r018,r018_full_hadamard_gated_longconv_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,hadamard_gated_longconv_unet,yes,yes
Hybrid,r018,r018_full_hypernet_coord_lowrank_residual_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,hypernet_coord_lowrank_residual_unet,yes,yes
Hybrid,r018,r018_full_multi_scale_fourier_basis_head_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_huber,multi_scale_fourier_basis_head,yes,yes
Hybrid,r018,r018_full_planar_multigrid_vcycle_nc28_d7_height_sdf_normal_light_geometric_lr0.0003_masked_l1_gradient,planar_multigrid_vcycle,yes,yes
Hybrid,r018,r018_full_planar_multigrid_vcycle_nc28_d7_height_sdf_normal_light_geometric_lr0.0003_masked_l1_gradient_retry2,planar_multigrid_vcycle,yes,yes
Hybrid,r018,r018_full_soft_boundary_token_mixer_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,soft_boundary_token_mixer_unet,yes,yes
Hybrid,r018,r018_full_soft_boundary_token_mixer_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient_retry1,soft_boundary_token_mixer_unet,yes,yes
Hybrid,r018,r018_full_tt_adapter_decoder_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,tt_adapter_decoder_unet,yes,yes
Hybrid,r018,r018_full_uncertainty_point_boundary_refiner_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,uncertainty_point_boundary_refiner_unet,yes,yes
Hybrid,r019,r019_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_flip_rot_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r019,r019_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r019,r019_full_anisotropic_kernel_operator_unet_nc20_d6_height_sdf_normal_none_lr0.00045_masked_l1_gradient,anisotropic_kernel_operator_unet,yes,yes
Hybrid,r019,r019_full_anisotropic_kernel_operator_unet_nc20_d6_height_sdf_normal_none_lr0.00045_masked_l1_gradient_retry2,anisotropic_kernel_operator_unet,yes,yes
Hybrid,r019,r019_full_boundary_token_alltoall_mixer_unet_nc20_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,boundary_token_alltoall_mixer_unet,yes,yes
Hybrid,r019,r019_full_coarse_spectral_residual_decoder_unet_nc20_d6_height_sdf_none_lr0.0004_masked_l1_gradient,coarse_spectral_residual_decoder_unet,yes,yes
Hybrid,r019,r019_full_cross_shape_meta_adapter_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,cross_shape_meta_adapter_unet,yes,yes
Hybrid,r019,r019_full_hypernet_coord_lowrank_residual_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,hypernet_coord_lowrank_residual_unet,yes,yes
Hybrid,r019,r019_full_hypernet_coord_lowrank_residual_unet_nc24_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,hypernet_coord_lowrank_residual_unet,yes,yes
Hybrid,r019,r019_full_hypernet_coord_lowrank_residual_unet_nc24_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient_retry2,hypernet_coord_lowrank_residual_unet,yes,yes
Hybrid,r019,r019_full_multi_scale_fourier_basis_head_unet_nc24_d6_height_sdf_none_lr0.0004_masked_l1_gradient,multi_scale_fourier_basis_head_unet,yes,yes
Hybrid,r019,r019_full_planar_multigrid_vcycle_unet_nc24_d7_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,planar_multigrid_vcycle_unet,yes,yes
Hybrid,r019,r019_full_scale_adaptive_patch_consensus_unet_nc20_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,scale_adaptive_patch_consensus_unet,yes,yes
Hybrid,r019,r019_full_terrain_conditioned_local_attention_unet_nc20_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient,terrain_conditioned_local_attention_unet,yes,yes
Hybrid,r019,r019_full_terrain_conditioned_local_attention_unet_nc20_d6_height_sdf_normal_none_lr0.0004_masked_l1_gradient_retry2,terrain_conditioned_local_attention_unet,yes,yes
Hybrid,r020,r020_full_afno_differential_detail_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,afno_differential_detail_unet,yes,yes
Hybrid,r020,r020_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r020,r020_full_anisotropic_boundary_hybrid_nc20_d7_height_sdf_normal_flip_rot_lr0.00035_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r020,r020_full_anisotropic_kernel_operator_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,anisotropic_kernel_operator_unet,yes,yes
Hybrid,r020,r020_full_boundary_assimilated_spectral_residual_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_huber,boundary_assimilated_spectral_residual_unet,yes,yes
Hybrid,r020,r020_full_boundary_assimilated_spectral_residual_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_huber_retry1,boundary_assimilated_spectral_residual_unet,yes,yes
Hybrid,r020,r020_full_differential_consistency_pressure_head_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,differential_consistency_pressure_head_unet,yes,yes
Hybrid,r020,r020_full_distilled_compact_inr_pressure_head_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,distilled_compact_inr_pressure_head_unet,yes,yes
Hybrid,r020,r020_full_dynamic_hybrid_operation_adapter_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,dynamic_hybrid_operation_adapter_unet,yes,yes
Hybrid,r020,r020_full_hypernet_coord_lowrank_residual_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,hypernet_coord_lowrank_residual_unet,yes,yes
Hybrid,r020,r020_full_hypernet_coord_lowrank_residual_unet_nc20_d7_height_sdf_normal_light_geometric_lr0.00035_masked_l1_gradient,hypernet_coord_lowrank_residual_unet,yes,yes
Hybrid,r020,r020_full_selective_mamba_encoder_conv_decoder_unet_nc16_d5_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,selective_mamba_encoder_conv_decoder_unet,yes,yes
Hybrid,r020,r020_full_terrain_conditioned_local_attention_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,terrain_conditioned_local_attention_unet,yes,yes
Hybrid,r021,r021_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_light_geometric_gradient_emphasis_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r021,r021_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_huber,anisotropic_boundary_hybrid,yes,yes
Hybrid,r021,r021_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r021,r021_full_anisotropic_boundary_hybrid_wtconv_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid_wtconv,yes,yes
Hybrid,r021,r021_full_anisotropic_boundary_hybrid_wtconv_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient_retry2,anisotropic_boundary_hybrid_wtconv,yes,yes
Hybrid,r021,r021_full_hypernet_coord_lowrank_residual_unet_geomtok_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,hypernet_coord_lowrank_residual_unet_geomtok,yes,yes
Hybrid,r021,r021_full_hypernet_coord_lowrank_residual_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,hypernet_coord_lowrank_residual_unet,yes,yes
Hybrid,r021,r021_full_learned_height_warp_fourier_adapter_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,learned_height_warp_fourier_adapter_unet,yes,yes
Hybrid,r021,r021_full_multiwavelet_vcycle_detail_adapter_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,multiwavelet_vcycle_detail_adapter_unet,yes,yes
Hybrid,r021,r021_full_semantic_neighbor_key_ssm_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,semantic_neighbor_key_ssm_unet,yes,yes
Hybrid,r021,r021_full_tensorized_fourier_local_global_adapter_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,tensorized_fourier_local_global_adapter_unet,yes,yes
Hybrid,r021,r021_full_terrain_conditioned_local_attention_unet_nc20_d6_height_sdf_normal_light_geometric_flip_rot_lr0.0004_masked_l1_gradient,terrain_conditioned_local_attention_unet,yes,yes
Hybrid,r021,r021_full_terrain_conditioned_local_attention_unet_nc20_d6_height_sdf_normal_light_geometric_flip_rot_lr0.0004_masked_l1_gradient_retry2,terrain_conditioned_local_attention_unet,yes,yes
Hybrid,r021,r021_full_unet_v3_lrbasis_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,unet_v3_lrbasis,yes,yes
Hybrid,r022,r022_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_light_geometric_lr0.0003_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r022,r022_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_huber,anisotropic_boundary_hybrid,yes,yes
Hybrid,r022,r022_full_anisotropic_boundary_hybrid_nc24_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r022,r022_full_attentive_state_space_restoration_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,attentive_state_space_restoration_unet,yes,yes
Hybrid,r022,r022_full_attentive_state_space_restoration_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient_retry1,attentive_state_space_restoration_unet,yes,yes
Hybrid,r022,r022_full_boundary_graph_surrogate_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,boundary_graph_surrogate_unet,yes,yes
Hybrid,r022,r022_full_hard_case_focal_residual_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,hard_case_focal_residual_unet,yes,yes
Hybrid,r022,r022_full_hypernet_coord_lowrank_residual_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,hypernet_coord_lowrank_residual_unet,yes,yes
Hybrid,r022,r022_full_hypernet_coord_lowrank_residual_unet_nc24_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,hypernet_coord_lowrank_residual_unet,yes,yes
Hybrid,r022,r022_full_local_implicit_image_function_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,local_implicit_image_function_unet,yes,yes
Hybrid,r022,r022_full_multiscale_residual_fpn_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,multiscale_residual_fpn_unet,yes,yes
Hybrid,r022,r022_full_multiscale_residual_fpn_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient_retry1,multiscale_residual_fpn_unet,yes,yes
Hybrid,r022,r022_full_terrain_conditioned_local_attention_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,terrain_conditioned_local_attention_unet,yes,yes
Hybrid,r022,r022_full_terrain_conditioned_local_attention_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient_retry1,terrain_conditioned_local_attention_unet,yes,yes
Hybrid,r022,r022_full_warped_anisotropic_boundary_hybrid_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,warped_anisotropic_boundary_hybrid_unet,yes,yes
Hybrid,r023,r023_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_heavy_geometric_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r023,r023_full_anisotropic_boundary_hybrid_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,anisotropic_boundary_hybrid,yes,yes
Hybrid,r023,r023_full_beno_film_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,beno_film,yes,yes
Hybrid,r023,r023_full_boundary_saliency_gated_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,boundary_saliency_gated,yes,yes
Hybrid,r023,r023_full_corrdiff_mean_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,corrdiff_mean,yes,yes
Hybrid,r023,r023_full_hypernet_coord_lowrank_residual_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_huber,hypernet_coord_lowrank_residual_unet,yes,yes
Hybrid,r023,r023_full_hypernet_coord_lowrank_residual_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,hypernet_coord_lowrank_residual_unet,yes,yes
Hybrid,r023,r023_full_mambairv2_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,mambairv2,yes,yes
Hybrid,r023,r023_full_segformer_allmlp_decoder_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,segformer_allmlp_decoder,yes,yes
Hybrid,r023,r023_full_terrain_conditioned_local_attention_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,terrain_conditioned_local_attention_unet,yes,yes
Hybrid,r023,r023_full_terrain_conditioned_local_attention_unet_nc20_d6_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient_retry2,terrain_conditioned_local_attention_unet,yes,yes
Hybrid,r023,r023_full_terrain_conditioned_local_attention_unet_nc20_d7_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient,terrain_conditioned_local_attention_unet,yes,yes
Hybrid,r023,r023_full_terrain_conditioned_local_attention_unet_nc20_d7_height_sdf_normal_light_geometric_lr0.0004_masked_l1_gradient_retry2,terrain_conditioned_local_attention_unet,yes,yes



